sample_index,sample_id,label_index,class_name,step,frame_index,patch_row,patch_col,R,G,B,ON_R,ON_G,ON_B,OFF_R,OFF_G,OFF_B
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,41,40,5,7,0.1751226,0.2199142,0.1391544,0.0289625,0.0506760,0.0000000,0.0000000,0.0000000,0.0003423
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,42,41,5,6,0.3204044,0.4072917,0.2730392,0.5982211,0.6683265,0.5097089,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,43,42,5,5,0.2731618,0.3804534,0.2083946,0.0000000,0.0000000,0.0000000,0.1607824,0.0752839,0.2087944
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,44,43,5,4,0.2619485,0.3732230,0.1688113,0.0000000,0.0000000,0.0000000,0.0423313,0.0211988,0.1631762
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,45,44,5,3,0.2304534,0.3437500,0.1575368,0.0000000,0.0000000,0.0000000,0.1292101,0.0908355,0.0537204
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,46,45,5,2,0.2152574,0.3233456,0.1424020,0.0000000,0.0000000,0.0000000,0.0688734,0.0675880,0.0784634
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,47,46,5,1,0.5870098,0.5634804,0.5132353,0.9454811,0.6057569,0.8875806,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,48,47,5,0,0.7170343,0.6386030,0.6425245,0.2034469,0.1398033,0.1755447,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,49,48,6,0,0.7227328,0.6465687,0.6493873,0.0080758,0.0138658,0.0083360,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,50,49,6,1,0.7265931,0.6520833,0.6540442,0.0054347,0.0094997,0.0056066,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,51,50,6,2,0.6291054,0.5897672,0.5535539,0.0000000,0.0000000,0.0000000,0.1452649,0.1108831,0.1293973
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,52,51,6,3,0.3122549,0.3710784,0.2282476,0.0000000,0.0000000,0.0000000,0.6799425,0.5029290,0.6470229
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,53,52,6,4,0.1889093,0.2900123,0.1016544,0.0000000,0.0000000,0.0000000,0.4971837,0.2709644,0.5966891
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,54,53,6,5,0.2875613,0.3808824,0.1738358,0.4224616,0.3030038,0.4111598,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,55,54,6,6,0.2957108,0.3906250,0.2479779,0.0285087,0.0282500,0.2758270,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,56,55,6,7,0.2550245,0.2532476,0.2115809,0.0000000,0.0000000,0.0000000,0.1492376,0.4714647,0.1231539
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,57,56,7,7,0.3770221,0.3348652,0.3259191,0.3938400,0.3104595,0.3338147,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,58,57,7,6,0.3541667,0.4197304,0.2097427,0.0000000,0.2515920,0.0000000,0.0631440,0.0000000,0.3372491
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,59,58,7,5,0.4181986,0.4447917,0.3217525,0.1691576,0.0648498,0.3307115,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,60,59,7,4,0.6087623,0.5724878,0.5284314,0.3786208,0.2808143,0.3814839,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,61,60,7,3,0.7205883,0.6464461,0.6479779,0.1716412,0.1357341,0.1594672,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,62,61,7,2,0.7354780,0.6628677,0.6639093,0.0208652,0.0280577,0.0190568,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,63,62,7,1,0.7332108,0.6626226,0.6626226,0.0000000,0.0000000,0.0000000,0.0031184,0.0004086,0.0015083
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,64,63,7,0,0.7378064,0.6671569,0.6672181,0.0063744,0.0076280,0.0054229,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,1,0,0,0,0.0990196,0.1034314,0.0810662,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,2,1,0,1,0.5234681,0.5522672,0.4155637,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,3,2,0,2,0.5410540,0.5651961,0.4126838,0.0337075,0.0258827,0.0000000,0.0000000,0.0000000,0.0054068
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,4,3,0,3,0.5704044,0.5908701,0.4163603,0.0538815,0.0496814,0.0069589,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,5,4,0,4,0.5159314,0.5583333,0.3867647,0.0000000,0.0000000,0.0000000,0.1012958,0.0625622,0.0573017
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,6,5,0,5,0.4900123,0.5579044,0.4137868,0.0000000,0.0000000,0.0529690,0.0520499,0.0008491,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,7,6,0,6,0.0716912,0.0761029,0.0621324,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,1.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,8,7,0,7,0.0117647,0.0118260,0.0117647,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,1.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,9,8,1,7,0.1240196,0.1329044,0.1050245,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,10,9,1,6,0.4553922,0.5186275,0.3935662,1.0000000,1.0000000,0.9081484,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,11,10,1,5,0.5343137,0.5962010,0.4298407,0.1627075,0.1556637,0.0691321,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,12,11,1,4,0.5683824,0.6148897,0.4259191,0.0630401,0.0345211,0.0000000,0.0000000,0.0000000,0.0071258
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,13,12,1,3,0.5770833,0.5988971,0.4312500,0.0154990,0.0000000,0.0097595,0.0000000,0.0291147,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,14,13,1,2,0.5494485,0.5651348,0.4189951,0.0000000,0.0000000,0.0000000,0.0495549,0.0640915,0.0224124
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,15,14,1,1,0.6622549,0.6429535,0.5293505,0.1899571,0.1441009,0.1826080,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,16,15,1,0,0.2392770,0.2515319,0.1787990,0.0000000,0.0000000,0.0000000,0.9477862,0.9669530,0.7697511
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,17,16,2,0,0.2883579,0.2916667,0.2150123,0.1898002,0.1652890,0.1443017,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,18,17,2,1,0.6234682,0.5935049,0.4648897,0.7498836,0.7628312,0.5767311,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,19,18,2,2,0.5181373,0.5388480,0.4052696,0.0000000,0.0000000,0.0000000,0.1863861,0.1066588,0.1065412
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,20,19,2,3,0.5460172,0.5588235,0.4136029,0.0534570,0.0407105,0.0159696,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,21,20,2,4,0.5297182,0.5729780,0.4126838,0.0000000,0.0279772,0.0000000,0.0306076,0.0000000,0.0017296
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,22,21,2,5,0.4997549,0.5496324,0.4018995,0.0000000,0.0000000,0.0000000,0.0587960,0.0459526,0.0205864
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,23,22,2,6,0.4442402,0.5252451,0.4025123,0.0000000,0.0000000,0.0011953,0.1187988,0.0501346,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,24,23,2,7,0.1655637,0.1887255,0.1426471,0.0000000,0.0000000,0.0000000,0.9231740,1.0000000,0.7412214
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,25,24,3,7,0.2696691,0.2990196,0.2160539,0.4880553,0.5058721,0.3211414,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,26,25,3,6,0.4598652,0.5161765,0.3613358,0.5319536,0.5959271,0.3948525,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,27,26,3,5,0.5555760,0.5621936,0.4179534,0.1923198,0.0954626,0.1140108,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,28,27,3,4,0.5761642,0.5860907,0.4544730,0.0371186,0.0465561,0.0656886,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,29,28,3,3,0.5093138,0.5419731,0.3992647,0.0000000,0.0000000,0.0000000,0.1244106,0.0864196,0.1005550
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,30,29,3,2,0.5071691,0.5436275,0.4101716,0.0000000,0.0034093,0.0211451,0.0042621,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,31,30,3,1,0.5022672,0.5042279,0.3516544,0.0000000,0.0000000,0.0000000,0.0098099,0.0830853,0.1194403
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,32,31,3,0,0.2959559,0.2936275,0.2075368,0.0000000,0.0000000,0.0000000,0.5221224,0.5832691,0.4007561
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,33,32,4,0,0.2011642,0.2143995,0.1581495,0.0000000,0.0000000,0.0000000,0.3851963,0.3446078,0.2100048
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,34,33,4,1,0.4086397,0.4525123,0.3250613,0.6942156,0.7987222,0.5420542,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,35,34,4,2,0.4799632,0.4983456,0.3610907,0.1637733,0.1078320,0.0824004,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,36,35,4,3,0.5095589,0.5263481,0.3653186,0.0610267,0.0611341,0.0091336,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,37,36,4,4,0.5493260,0.5743260,0.4290441,0.0766291,0.0975135,0.1258888,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,38,37,4,5,0.6341912,0.5913603,0.4620711,0.1463097,0.0326908,0.0581604,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,39,38,4,6,0.3949142,0.4661152,0.3205270,0.0000000,0.0000000,0.0000000,0.4696938,0.2617125,0.2812397
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,40,39,4,7,0.3013480,0.3379902,0.2418505,0.0000000,0.0000000,0.0000000,0.2714686,0.3520908,0.2175406
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,41,40,5,7,0.1943627,0.2170956,0.1332108,0.0000000,0.0000000,0.0000000,0.4359824,0.4812606,0.4504113
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,42,41,5,6,0.3563726,0.4148897,0.2208946,0.6002278,0.7001448,0.3885787,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,43,42,5,5,0.5823529,0.5068628,0.3882353,0.4911907,0.2232173,0.4311062,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,44,43,5,4,0.4435662,0.4899510,0.2930147,0.0000000,0.0000000,0.0000000,0.2732805,0.0374894,0.2173441
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,45,44,5,3,0.4257966,0.4622549,0.2573529,0.0000000,0.0000000,0.0000000,0.0412905,0.0642719,0.1007565
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,46,45,5,2,0.3761030,0.4283088,0.2517157,0.0000000,0.0000000,0.0000000,0.1251855,0.0842284,0.0172193
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,47,46,5,1,0.4027573,0.4426471,0.2804534,0.0698276,0.0368283,0.0847414,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,48,47,5,0,0.0479779,0.0471814,0.0388480,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,1.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,49,48,6,0,0.0117647,0.0117647,0.0117647,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,0.8320661
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,50,49,6,1,0.1159314,0.1242647,0.0755515,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,51,50,6,2,0.2942402,0.3638481,0.1825368,0.8870023,1.0000000,0.6505003,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,52,51,6,3,0.3322304,0.3912378,0.1783701,0.1237338,0.0811470,0.0000000,0.0000000,0.0000000,0.0179521
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,53,52,6,4,0.4009804,0.4358456,0.2254289,0.1913207,0.1206544,0.1828808,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,54,53,6,5,0.5102941,0.4355392,0.3207108,0.2447617,0.0000000,0.2737783,0.0000000,0.0007769,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,55,54,6,6,0.3517157,0.3909926,0.1874387,0.0000000,0.0000000,0.0000000,0.3716256,0.1190936,0.4078223
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,56,55,6,7,0.1150735,0.1172181,0.0677696,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,0.7291378
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,57,56,7,7,0.0118873,0.0120098,0.0119485,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,1.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,58,57,7,6,0.1555147,0.1497549,0.1075980,1.0000000,1.0000000,1.0000000,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,59,58,7,5,0.3953432,0.3821691,0.2321078,0.8883392,0.9774498,0.5751651,0.0000000,0.0000000,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,60,59,7,4,0.3778186,0.3881128,0.1858456,0.0000000,0.0172617,0.0000000,0.0457877,0.0000000,0.1721163
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,61,60,7,3,0.3178309,0.3479779,0.1865809,0.0000000,0.0000000,0.0030982,0.1741990,0.1204824,0.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,62,61,7,2,0.0704044,0.0812500,0.0542279,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,0.8546407
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,63,62,7,1,0.0117647,0.0117647,0.0116422,0.0000000,0.0000000,0.0000000,1.0000000,1.0000000,1.0000000
1509,train/Corn_(maize)___Common_rust_/RS_Rust 1565.JPG,2,Corn_(maize)___Common_rust_,64,63,7,0,0.0117647,0.0117647,0.0117647,0.0000000,0.0000000,0.0082156,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,1,0,0,0,0.4415441,0.6377451,0.4420343,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,2,1,0,1,0.3954657,0.6043505,0.3753064,0.0000000,0.0000000,0.0000000,0.1112092,0.0594095,0.1269487
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,3,2,0,2,0.3311275,0.5530025,0.2967525,0.0000000,0.0000000,0.0000000,0.1788757,0.0980374,0.1817540
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,4,3,0,3,0.3185662,0.5401961,0.2875613,0.0000000,0.0000000,0.0000000,0.0390570,0.0258857,0.0244595
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,5,4,0,4,0.3604780,0.5670344,0.3264706,0.1259378,0.0542248,0.0994386,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,6,5,0,5,0.4286152,0.6139094,0.4193015,0.1761872,0.0887961,0.1953346,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,7,6,0,6,0.4157476,0.6055760,0.3965686,0.0000000,0.0000000,0.0000000,0.0307854,0.0151001,0.0433268
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,8,7,0,7,0.3576593,0.5732843,0.3082721,0.0000000,0.0000000,0.0000000,0.1517238,0.0605288,0.1947943
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,9,8,1,7,0.2859069,0.5051471,0.2226103,0.0000000,0.0000000,0.0000000,0.2252251,0.1396130,0.2509066
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,10,9,1,6,0.3678922,0.5819240,0.3067402,0.2558642,0.1579991,0.2494017,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,11,10,1,5,0.5560662,0.7223652,0.5181373,0.4155520,0.2408809,0.4021632,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,12,11,1,4,0.5069853,0.6840073,0.4756740,0.0000000,0.0000000,0.0000000,0.0932679,0.0602682,0.0664405
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,13,12,1,3,0.4283701,0.6308824,0.3669118,0.0000000,0.0000000,0.0000000,0.1697867,0.0892778,0.2007186
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,14,13,1,2,0.4435662,0.6458946,0.3681373,0.0355603,0.0263035,0.0026163,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,15,14,1,1,0.4622549,0.6618260,0.3985907,0.0420974,0.0272534,0.0623286,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,16,15,1,0,0.4882966,0.6832108,0.4365196,0.0559000,0.0355674,0.0712721,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,17,16,2,0,0.4278799,0.6316789,0.3386642,0.0000000,0.0000000,0.0000000,0.1332145,0.0866005,0.1962924
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,18,17,2,1,0.4319853,0.6351103,0.3538603,0.0097419,0.0060596,0.0344341,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,19,18,2,2,0.4624387,0.6536152,0.4055760,0.0694722,0.0321224,0.1068621,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,20,19,2,3,0.5073529,0.6958946,0.4545956,0.0944982,0.0700865,0.0894288,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,21,20,2,4,0.6985294,0.8235907,0.6818015,0.3234802,0.1880022,0.3137491,0.0000000,0.0000000,0.0000000
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,22,21,2,5,0.4950368,0.6838848,0.4509191,0.0000000,0.0000000,0.0000000,0.3444102,0.2047852,0.3169507
2271,train/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2.jpg,3,Corn_(maize)___healthy,23,22,2,6,0.4099265,0.6142157,0.3919730,0.0000000,0.0000000,0.0000000,0.1899875,0.1185948,0.1087443
